Gene,uniprot_protein_acc_id,drugbank_id,drug_name,drug_action_type,drug_status,drug_status2
ANX5,P08758,DB03959,"N,O6-Disulfo-Glucosamine",,Small molecule,Experimental
ENX2,P08758,DB03959,"N,O6-Disulfo-Glucosamine",,Small molecule,Experimental
PP4,P08758,DB03959,"N,O6-Disulfo-Glucosamine",,Small molecule,Experimental
PGD,P52209,DB03962,Nicotinamide 8-Bromo-Adenine Dinucleotide Phosphate,,Small molecule,Experimental
PGDH,P52209,DB03962,Nicotinamide 8-Bromo-Adenine Dinucleotide Phosphate,,Small molecule,Experimental
TLR2,O60603,DB03963,S-(Dimethylarsenic)Cysteine,,Small molecule,Experimental
TIL4,O60603,DB03963,S-(Dimethylarsenic)Cysteine,,Small molecule,Experimental
NOS3,P29474,DB03963,S-(Dimethylarsenic)Cysteine,,Small molecule,Experimental
COPG1,Q9Y678,DB03963,S-(Dimethylarsenic)Cysteine,,Small molecule,Experimental
COPG,Q9Y678,DB03963,S-(Dimethylarsenic)Cysteine,,Small molecule,Experimental
XRCC4,Q13426,DB03963,S-(Dimethylarsenic)Cysteine,,Small molecule,Experimental
ACO2,Q99798,DB03964,4-Hydroxy-Aconitate Ion,,Small molecule,Experimental
LYZ,P61626,DB03967,Dodecyl sulfate,,Small molecule,Experimental
LZM,P61626,DB03967,Dodecyl sulfate,,Small molecule,Experimental
REN,P00797,DB03968,"1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine",,Small molecule,Experimental
AMY2A,P04746,DB03971,Acarbose Derived Hexasaccharide,,Small molecule,Experimental
NOS3,P29474,DB03974,L-Homoarginine,,Small molecule,Experimental
CA2,P00918,DB03975,Mercuribenzoic Acid,,Small molecule,Experimental
PRSS1,P07477,DB03976,Phosphorylisopropane,,Small molecule,Experimental
TRP1,P07477,DB03976,Phosphorylisopropane,,Small molecule,Experimental
TRY1,P07477,DB03976,Phosphorylisopropane,,Small molecule,Experimental
TRYP1,P07477,DB03976,Phosphorylisopropane,,Small molecule,Experimental
PRSS2,P07478,DB03976,Phosphorylisopropane,,Small molecule,Experimental
TRY2,P07478,DB03976,Phosphorylisopropane,,Small molecule,Experimental
TRYP2,P07478,DB03976,Phosphorylisopropane,,Small molecule,Experimental
CTRB1,P17538,DB03976,Phosphorylisopropane,,Small molecule,Experimental
CTRB,P17538,DB03976,Phosphorylisopropane,,Small molecule,Experimental
CYCS,P99999,DB03977,N-Trimethyllysine,,Small molecule,Experimental
CYC,P99999,DB03977,N-Trimethyllysine,,Small molecule,Experimental
CALM1,P0DP23,DB03977,N-Trimethyllysine,,Small molecule,Experimental
CALM,P0DP23,DB03977,N-Trimethyllysine,,Small molecule,Experimental
CAM,P0DP23,DB03977,N-Trimethyllysine,,Small molecule,Experimental
CAM1,P0DP23,DB03977,N-Trimethyllysine,,Small molecule,Experimental
YARS,P54577,DB03978,Tyrosinal,,Small molecule,Experimental
MAPK14,Q16539,DB03980,4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole,,Small molecule,Experimental
CSBP,Q16539,DB03980,4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole,,Small molecule,Experimental
CSBP1,Q16539,DB03980,4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole,,Small molecule,Experimental
CSBP2,Q16539,DB03980,4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole,,Small molecule,Experimental
CSPB1,Q16539,DB03980,4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole,,Small molecule,Experimental
MXI2,Q16539,DB03980,4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole,,Small molecule,Experimental
SAPK2A,Q16539,DB03980,4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole,,Small molecule,Experimental
ANXA5,P08758,DB03981,"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",,Small molecule,Experimental
ANX5,P08758,DB03981,"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",,Small molecule,Experimental
ENX2,P08758,DB03981,"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",,Small molecule,Experimental
PP4,P08758,DB03981,"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",,Small molecule,Experimental
FGF2,P09038,DB03981,"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",,Small molecule,Experimental
FGFB,P09038,DB03981,"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",,Small molecule,Experimental
HS3ST3A1,Q9Y663,DB03981,"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",,Small molecule,Experimental
3OST3A1,Q9Y663,DB03981,"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",,Small molecule,Experimental
HS3ST3A,Q9Y663,DB03981,"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",,Small molecule,Experimental
UNQ2551/PRO6180,Q9Y663,DB03981,"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",,Small molecule,Experimental
PTPN1,P18031,DB03982,"Compound 5, 2-(Naphthalen-1-Yl-Oxalyl-Amino)-Benzoicacid",,Small molecule,Experimental
PTP1B,P18031,DB03982,"Compound 5, 2-(Naphthalen-1-Yl-Oxalyl-Amino)-Benzoicacid",,Small molecule,Experimental
SUOX,P51687,DB03983,"(Molybdopterin-S,S)-Dioxo-Thio-Molybdenum(V)",,Small molecule,Experimental
CTSS,P25774,DB03984,Morpholine-4-Carboxylic Acid [1-(2-Benzylsulfanyl-1-Formyl-Ethylcarbamoyl)-2-Phenyl-Ethyl]-Amide,,Small molecule,Experimental
DHFR,P00374,DB03987,"2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",,Small molecule,Experimental
ADCYAP1,P18509,DB03988,"2,6-Diamino-Hexanoic Acid Amide",,Small molecule,Experimental
NEU2,Q9Y3R4,DB03991,"2-Deoxy-2,3-Dehydro-N-Acetyl-Neuraminic Acid",,Small molecule,Experimental
ANXA3,P12429,DB03994,Ethanolamine,,Small molecule,Experimental
ANX3,P12429,DB03994,Ethanolamine,,Small molecule,Experimental
KIF11,P52732,DB03996,"3-[(5s)-1-Acetyl-3-(2-Chlorophenyl)-4,5-Dihydro-1h-Pyrazol-5-Yl]Phenol",,Small molecule,Experimental
EG5,P52732,DB03996,"3-[(5s)-1-Acetyl-3-(2-Chlorophenyl)-4,5-Dihydro-1h-Pyrazol-5-Yl]Phenol",,Small molecule,Experimental
KNSL1,P52732,DB03996,"3-[(5s)-1-Acetyl-3-(2-Chlorophenyl)-4,5-Dihydro-1h-Pyrazol-5-Yl]Phenol",,Small molecule,Experimental
TRIP5,P52732,DB03996,"3-[(5s)-1-Acetyl-3-(2-Chlorophenyl)-4,5-Dihydro-1h-Pyrazol-5-Yl]Phenol",,Small molecule,Experimental
GRIA2,P42262,DB04000,Bromo-Willardiine,,Small molecule,Experimental
GLUR2,P42262,DB04000,Bromo-Willardiine,,Small molecule,Experimental
PTPN1,P18031,DB04001,6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid,,Small molecule,Experimental
PTP1B,P18031,DB04001,6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid,,Small molecule,Experimental
CA2,P00918,DB04002,4-Sulfonamide-[4-(Thiomethylaminobutane)]Benzamide,,Small molecule,Experimental
LCK,P06239,DB04003,{4-[(2S)-2-Acetamido-3-({(1S)-1-[3-carbamoyl-4-(cyclohexylmethoxy)phenyl]ethyl}amino)-3-oxopropyl]-2-phosphonophenoxy}acetic acid,,Small molecule,Experimental
UCK2,Q9BZX2,DB04005,Uridine 5'-triphosphate,,Small molecule,Experimental|Investigational
UMPK,Q9BZX2,DB04005,Uridine 5'-triphosphate,,Small molecule,Experimental|Investigational
CDK2,P24941,DB04006,"[2-Amino-6-(2,6-Difluoro-Benzoyl)-Imidazo[1,2-a]Pyridin-3-Yl]-Phenyl-Methanone",,Small molecule,Experimental
CDKN2,P24941,DB04006,"[2-Amino-6-(2,6-Difluoro-Benzoyl)-Imidazo[1,2-a]Pyridin-3-Yl]-Phenyl-Methanone",,Small molecule,Experimental
PRSS1,P07477,DB04008,Bis(5-Amidino-Benzimidazolyl)Methane Zinc,,Small molecule,Experimental
TRP1,P07477,DB04008,Bis(5-Amidino-Benzimidazolyl)Methane Zinc,,Small molecule,Experimental
TRY1,P07477,DB04008,Bis(5-Amidino-Benzimidazolyl)Methane Zinc,,Small molecule,Experimental
TRYP1,P07477,DB04008,Bis(5-Amidino-Benzimidazolyl)Methane Zinc,,Small molecule,Experimental
CYB5A,P00167,DB04009,Dimethyl Propionate Ester Heme,,Small molecule,Experimental
CYB5,P00167,DB04009,Dimethyl Propionate Ester Heme,,Small molecule,Experimental
PARP1,P09874,DB04010,2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide,,Small molecule,Experimental
ADPRT,P09874,DB04010,2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide,,Small molecule,Experimental
PPOL,P09874,DB04010,2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide,,Small molecule,Experimental
FKBP1A,P62942,DB04012,"(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine",,Small molecule,Experimental
FKBP1,P62942,DB04012,"(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine",,Small molecule,Experimental
FKBP12,P62942,DB04012,"(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine",,Small molecule,Experimental
PYGM,P11217,DB04013,1-Deoxy-1-Methoxycarbamido-Beta-D-Gluco-2-Heptulopyranosonamide,,Small molecule,Experimental
CDK5,Q00535,DB04014,Alsterpaullone,,Small molecule,Experimental
CDKN5,Q00535,DB04014,Alsterpaullone,,Small molecule,Experimental
CDK1,P06493,DB04014,Alsterpaullone,Inhibitor,Small molecule,Experimental
CDC2,P06493,DB04014,Alsterpaullone,Inhibitor,Small molecule,Experimental
CDC28A,P06493,DB04014,Alsterpaullone,Inhibitor,Small molecule,Experimental
CDKN1,P06493,DB04014,Alsterpaullone,Inhibitor,Small molecule,Experimental
P34CDC2,P06493,DB04014,Alsterpaullone,Inhibitor,Small molecule,Experimental
GSK3B,P49841,DB04014,Alsterpaullone,,Small molecule,Experimental
CTSG,P08311,DB04016,2-[3-({Methyl[1-(2-Naphthoyl)Piperidin-4-Yl]Amino}Carbonyl)-2-Naphthyl]-1-(1-Naphthyl)-2-Oxoethylphosphonic Acid,,Small molecule,Experimental
CMA1,P23946,DB04016,2-[3-({Methyl[1-(2-Naphthoyl)Piperidin-4-Yl]Amino}Carbonyl)-2-Naphthyl]-1-(1-Naphthyl)-2-Oxoethylphosphonic Acid,,Small molecule,Experimental
CYH,P23946,DB04016,2-[3-({Methyl[1-(2-Naphthoyl)Piperidin-4-Yl]Amino}Carbonyl)-2-Naphthyl]-1-(1-Naphthyl)-2-Oxoethylphosphonic Acid,,Small molecule,Experimental
CYM,P23946,DB04016,2-[3-({Methyl[1-(2-Naphthoyl)Piperidin-4-Yl]Amino}Carbonyl)-2-Naphthyl]-1-(1-Naphthyl)-2-Oxoethylphosphonic Acid,,Small molecule,Experimental
MAOA,P21397,DB04017,Clorgiline,,Small molecule,Experimental
NOS3,P29474,DB04018,S-Isopropyl-Isothiourea,,Small molecule,Experimental
ESR2,Q92731,DB04020,"4-(2-{[4-{[3-(4-Chlorophenyl)Propyl]Sulfanyl}-6-(1-Piperazinyl)-1,3,5-Triazin-2-Yl]Amino}Ethyl)Phenol",,Small molecule,Experimental
ESTRB,Q92731,DB04020,"4-(2-{[4-{[3-(4-Chlorophenyl)Propyl]Sulfanyl}-6-(1-Piperazinyl)-1,3,5-Triazin-2-Yl]Amino}Ethyl)Phenol",,Small molecule,Experimental
NR3A2,Q92731,DB04020,"4-(2-{[4-{[3-(4-Chlorophenyl)Propyl]Sulfanyl}-6-(1-Piperazinyl)-1,3,5-Triazin-2-Yl]Amino}Ethyl)Phenol",,Small molecule,Experimental
ACHE,P22303,DB04021,MF268,,Small molecule,Experimental
CKM,P06732,DB04027,D-Arginine,,Small molecule,Experimental
CKMM,P06732,DB04027,D-Arginine,,Small molecule,Experimental
IVD,P26440,DB04036,Coenzyme a Persulfide,,Small molecule,Experimental
LCN2,P80188,DB04043,Carboxymycobactin T,,Small molecule,Experimental
HNL,P80188,DB04043,Carboxymycobactin T,,Small molecule,Experimental
NGAL,P80188,DB04043,Carboxymycobactin T,,Small molecule,Experimental
PYGM,P11217,DB04044,4-{2-[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid,,Small molecule,Experimental
PRDX2,P32119,DB04048,N-Carbamoyl-Alanine,,Small molecule,Experimental
NKEFB,P32119,DB04048,N-Carbamoyl-Alanine,,Small molecule,Experimental
TDPX1,P32119,DB04048,N-Carbamoyl-Alanine,,Small molecule,Experimental
MB,P02144,DB04050,N-Propyl Isocyanide,,Small molecule,Experimental
HSP90AA1,P07900,DB04054,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",,Small molecule,Experimental
HSP90A,P07900,DB04054,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",,Small molecule,Experimental
HSPC1,P07900,DB04054,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",,Small molecule,Experimental
HSPCA,P07900,DB04054,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",,Small molecule,Experimental
PYGM,P11217,DB04055,"2,3-Dicarboxy-4-(2-Chloro-Phenyl)-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium",,Small molecule,Experimental
ATIC,P31939,DB04057,"Beta-Dadf, Msa, Multisubstrate Adduct Inhibitor",,Small molecule,Experimental
PURH,P31939,DB04057,"Beta-Dadf, Msa, Multisubstrate Adduct Inhibitor",,Small molecule,Experimental
OK/SW-cl.86,P31939,DB04057,"Beta-Dadf, Msa, Multisubstrate Adduct Inhibitor",,Small molecule,Experimental
CPA1,P15085,DB04058,D-[(Amino)Carbonyl]Phenylalanine,,Small molecule,Experimental
CPA,P15085,DB04058,D-[(Amino)Carbonyl]Phenylalanine,,Small molecule,Experimental
PLAU,P00749,DB04059,8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide,,Small molecule,Experimental
ADH1A,P07327,DB04065,N-Cyclopentyl-N-Cyclobutylformamide,,Small molecule,Experimental
ADH1,P07327,DB04065,N-Cyclopentyl-N-Cyclobutylformamide,,Small molecule,Experimental
PTGR1,Q14914,DB04066,para-Coumaric Acid,,Small molecule,Experimental
LTB4DH,Q14914,DB04066,para-Coumaric Acid,,Small molecule,Experimental
NME1,P15531,DB04068,Fudp,,Small molecule,Experimental
NDPKA,P15531,DB04068,Fudp,,Small molecule,Experimental
NM23,P15531,DB04068,Fudp,,Small molecule,Experimental
DAPK1,P53355,DB04069,"5,6-Dihydro-Benzo[H]Cinnolin-3-Ylamine",,Small molecule,Experimental
DAPK,P53355,DB04069,"5,6-Dihydro-Benzo[H]Cinnolin-3-Ylamine",,Small molecule,Experimental
ADH1C,P00326,DB04071,Cpad,,Small molecule,Experimental
ADH3,P00326,DB04071,Cpad,,Small molecule,Experimental
ACO2,Q99798,DB04072,Alpha-Methylisocitric Acid,,Small molecule,Experimental
BCAT2,O15382,DB04074,alpha-Ketoisovalerate,,Small molecule,Experimental
BCATM,O15382,DB04074,alpha-Ketoisovalerate,,Small molecule,Experimental
BCT2,O15382,DB04074,alpha-Ketoisovalerate,,Small molecule,Experimental
ECA40,O15382,DB04074,alpha-Ketoisovalerate,,Small molecule,Experimental
PNP,P00491,DB04076,Hypoxanthine,,Small molecule,Experimental
NP,P00491,DB04076,Hypoxanthine,,Small molecule,Experimental
RHO,P08100,DB04079,"Heptane-1,2,3-Triol",,Small molecule,Experimental
OPN2,P08100,DB04079,"Heptane-1,2,3-Triol",,Small molecule,Experimental
SRC,P12931,DB04080,RU78191,,Small molecule,Experimental
SRC1,P12931,DB04080,RU78191,,Small molecule,Experimental
CA2,P00918,DB04081,"(4s-Trans)-4-(Methylamino)-5,6-Dihydro-6-Methyl-4h-Thieno(2,3-B)Thiopyran-2-Sulfonamide-7,7-Dioxide",,Small molecule,Experimental
KYAT1,Q16773,DB04083,N'-Pyridoxyl-Lysine-5'-Monophosphate,,Small molecule,Experimental
CCBL1,Q16773,DB04083,N'-Pyridoxyl-Lysine-5'-Monophosphate,,Small molecule,Experimental
ODC1,P11926,DB04083,N'-Pyridoxyl-Lysine-5'-Monophosphate,,Small molecule,Experimental
PYGM,P11217,DB04083,N'-Pyridoxyl-Lysine-5'-Monophosphate,,Small molecule,Experimental
AGXT,P21549,DB04083,N'-Pyridoxyl-Lysine-5'-Monophosphate,,Small molecule,Experimental
AGT1,P21549,DB04083,N'-Pyridoxyl-Lysine-5'-Monophosphate,,Small molecule,Experimental
SPAT,P21549,DB04083,N'-Pyridoxyl-Lysine-5'-Monophosphate,,Small molecule,Experimental
PTPN1,P18031,DB04088,2-[{4-[(2S)-2-{[(Allyloxy)carbonyl]amino}-3-({4-[3-hydroxy-2-(methoxycarbonyl)phenoxy]butyl}amino)-3-oxopropyl]phenyl}(carboxycarbonyl)amino]benzoic acid,,Small molecule,Experimental
PTP1B,P18031,DB04088,2-[{4-[(2S)-2-{[(Allyloxy)carbonyl]amino}-3-({4-[3-hydroxy-2-(methoxycarbonyl)phenoxy]butyl}amino)-3-oxopropyl]phenyl}(carboxycarbonyl)amino]benzoic acid,,Small molecule,Experimental
CA2,P00918,DB04089,AL5300,,Small molecule,Experimental
NQO1,P15559,DB04090,RH-1,,Small molecule,Experimental|Investigational
DIA4,P15559,DB04090,RH-1,,Small molecule,Experimental|Investigational
NMOR1,P15559,DB04090,RH-1,,Small molecule,Experimental|Investigational
FKBP1A,P62942,DB04094,4-Hydroxy-2-Butanone,,Small molecule,Experimental
FKBP1,P62942,DB04094,4-Hydroxy-2-Butanone,,Small molecule,Experimental
FKBP12,P62942,DB04094,4-Hydroxy-2-Butanone,,Small molecule,Experimental
PRKACA,P17612,DB04098,Balanol,,Small molecule,Experimental
PKACA,P17612,DB04098,Balanol,,Small molecule,Experimental
NMNAT1,Q9HAN9,DB04099,Deamido-Nad+,,Small molecule,Experimental
NMNAT,Q9HAN9,DB04099,Deamido-Nad+,,Small molecule,Experimental
NMNAT3,Q96T66,DB04099,Deamido-Nad+,,Small molecule,Experimental
FKSG76,Q96T66,DB04099,Deamido-Nad+,,Small molecule,Experimental
CDK2,P24941,DB04101,"N-[4-(2,4-Dimethyl-1,3-Thiazol-5-Yl)Pyrimidin-2-Yl]-N'-Hydroxyimidoformamide",,Small molecule,Experimental
CDKN2,P24941,DB04101,"N-[4-(2,4-Dimethyl-1,3-Thiazol-5-Yl)Pyrimidin-2-Yl]-N'-Hydroxyimidoformamide",,Small molecule,Experimental
ADH1B,P00325,DB04105,N-Heptylformamide,,Small molecule,Experimental
ADH2,P00325,DB04105,N-Heptylformamide,,Small molecule,Experimental
TXNRD1,Q16881,DB04106,Fotemustine,,Small molecule,Investigational
GRIM12,Q16881,DB04106,Fotemustine,,Small molecule,Investigational
KDRF,Q16881,DB04106,Fotemustine,,Small molecule,Investigational
PRSS1,P07477,DB04107,[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1h-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester,,Small molecule,Experimental
TRP1,P07477,DB04107,[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1h-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester,,Small molecule,Experimental
TRY1,P07477,DB04107,[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1h-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester,,Small molecule,Experimental
TRYP1,P07477,DB04107,[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1h-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester,,Small molecule,Experimental
METAP2,P50579,DB04108,"(2s,3r)-3-Amino-2-Hydroxy-5-(Ethylsulfanyl)Pentanoyl-((S)-(-)-(1-Naphthyl)Ethyl)Amide",,Small molecule,Experimental
MNPEP,P50579,DB04108,"(2s,3r)-3-Amino-2-Hydroxy-5-(Ethylsulfanyl)Pentanoyl-((S)-(-)-(1-Naphthyl)Ethyl)Amide",,Small molecule,Experimental
P67EIF2,P50579,DB04108,"(2s,3r)-3-Amino-2-Hydroxy-5-(Ethylsulfanyl)Pentanoyl-((S)-(-)-(1-Naphthyl)Ethyl)Amide",,Small molecule,Experimental
PRSS3,P35030,DB04109,"[4-(1,3,2-Dioxaborolan-2-Yloxy)Methyl]Benzamidine",,Small molecule,Experimental
PRSS4,P35030,DB04109,"[4-(1,3,2-Dioxaborolan-2-Yloxy)Methyl]Benzamidine",,Small molecule,Experimental
TRY3,P35030,DB04109,"[4-(1,3,2-Dioxaborolan-2-Yloxy)Methyl]Benzamidine",,Small molecule,Experimental
TRY4,P35030,DB04109,"[4-(1,3,2-Dioxaborolan-2-Yloxy)Methyl]Benzamidine",,Small molecule,Experimental
PLA2G2A,P14555,DB04112,1-Octadecyl-2-Acetamido-2-Deoxy-Sn-Glycerol-3-Phosphoethylmethyl Sulfide,,Small molecule,Experimental
PLA2B,P14555,DB04112,1-Octadecyl-2-Acetamido-2-Deoxy-Sn-Glycerol-3-Phosphoethylmethyl Sulfide,,Small molecule,Experimental
PLA2L,P14555,DB04112,1-Octadecyl-2-Acetamido-2-Deoxy-Sn-Glycerol-3-Phosphoethylmethyl Sulfide,,Small molecule,Experimental
RASF-A,P14555,DB04112,1-Octadecyl-2-Acetamido-2-Deoxy-Sn-Glycerol-3-Phosphoethylmethyl Sulfide,,Small molecule,Experimental
ADH1C,P00326,DB04113,N-Formylpiperidine,,Small molecule,Experimental
ADH3,P00326,DB04113,N-Formylpiperidine,,Small molecule,Experimental
ACHE,P22303,DB04114,"3-Chloro-9-Ethyl-6,7,8,9,10,11-Hexahydro-7,11-Methanocycloocta[B]Quinolin-12-Amine",,Small molecule,Experimental
BIRC5,O15392,DB04115,Berberine,,Small molecule,Approved|Investigational
API4,O15392,DB04115,Berberine,,Small molecule,Approved|Investigational
IAP4,O15392,DB04115,Berberine,,Small molecule,Approved|Investigational
ECHS1,P30084,DB04117,"4-(N,N-Dimethylamino)Cinnamoyl-Coa",,Small molecule,Experimental
CAMK2A,Q9UQM7,DB04119,Hexatantalum Dodecabromide,,Small molecule,Experimental
CAMKA,Q9UQM7,DB04119,Hexatantalum Dodecabromide,,Small molecule,Experimental
KIAA0968,Q9UQM7,DB04119,Hexatantalum Dodecabromide,,Small molecule,Experimental
UBA1,P22314,DB04119,Hexatantalum Dodecabromide,,Small molecule,Experimental
A1S9T,P22314,DB04119,Hexatantalum Dodecabromide,,Small molecule,Experimental
UBE1,P22314,DB04119,Hexatantalum Dodecabromide,,Small molecule,Experimental
ARF1,P84077,DB04121,Guanosine-3'-Monophosphate-5'-Diphosphate,,Small molecule,Experimental
PRSS1,P07477,DB04125,N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine,,Small molecule,Experimental
TRP1,P07477,DB04125,N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine,,Small molecule,Experimental
TRY1,P07477,DB04125,N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine,,Small molecule,Experimental
TRYP1,P07477,DB04125,N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine,,Small molecule,Experimental
CTSB,P07858,DB04126,N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane,,Small molecule,Experimental
CPSB,P07858,DB04126,N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane,,Small molecule,Experimental
CTSH,P09668,DB04126,N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane,,Small molecule,Experimental
CPSB,P09668,DB04126,N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane,,Small molecule,Experimental
GRIA2,P42262,DB04129,Willardiine,,Small molecule,Experimental
GLUR2,P42262,DB04129,Willardiine,,Small molecule,Experimental
GLO1,Q04760,DB04132,S-Hexylglutathione,,Small molecule,Experimental
GSTM4,Q03013,DB04132,S-Hexylglutathione,,Small molecule,Experimental
GSTP1,P09211,DB04132,S-Hexylglutathione,,Small molecule,Experimental
FAEES3,P09211,DB04132,S-Hexylglutathione,,Small molecule,Experimental
GST3,P09211,DB04132,S-Hexylglutathione,,Small molecule,Experimental
GSTA1,P08263,DB04132,S-Hexylglutathione,,Small molecule,Experimental
GSTT2,P0CG29,DB04132,S-Hexylglutathione,,Small molecule,Experimental
F2,P00734,DB04136,Lysophosphotidylserine,,Small molecule,Experimental
RAB5A,P20339,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
RAB5,P20339,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
UCKL1,Q9NWZ5,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
URKL1,Q9NWZ5,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
F538,Q9NWZ5,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
HRAS,P01112,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
HRAS1,P01112,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
RND3,P61587,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
ARHE,P61587,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
RHO8,P61587,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
RHOE,P61587,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
RHEB,Q15382,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
RHEB2,Q15382,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
PFKFB1,P16118,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
F6PK,P16118,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
PFRX,P16118,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
ARF1,P84077,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
GLUD1,P00367,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
GLUD,P00367,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
ADSSL1,Q8N142,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
ADSS1,Q8N142,DB04137,Guanosine-5'-Triphosphate,,Small molecule,Experimental
